Index,Component,Role,Confidence,Quote,Thickness,Width,Length,CenterX,CenterY,CenterZ,Reason
211,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-8,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,-4.000,-4.250,Round hardware but role is not certain from dimensions alone.
212,T001015_MOLDBASE_ASM-1/UNF-FHCS-1-4-X-0500-2,hardware_other,LOW,False,0.480,0.480,0.500,-3.614,6.125,6.995,Round hardware but role is not certain from dimensions alone.
213,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-1,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,-4.000,4.250,Round hardware but role is not certain from dimensions alone.
214,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-1,latch_lock,HIGH,False,0.332,0.334,1.003,-3.359,1.750,7.047,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
215,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-2,latch_lock,HIGH,False,0.332,0.334,1.003,-3.360,2.750,7.047,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
216,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-1,latch_lock,HIGH,False,0.332,0.334,1.003,-3.359,-2.750,7.047,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
217,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-2,latch_lock,HIGH,False,0.332,0.334,1.003,-3.360,-1.750,7.047,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
218,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-2,latch_lock,HIGH,False,0.332,0.334,1.003,-3.360,-2.750,-7.047,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
219,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-1,latch_lock,HIGH,False,0.332,0.334,1.003,-3.359,2.750,-7.047,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
220,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-2,latch_lock,HIGH,False,0.332,0.334,1.003,-3.360,1.750,-7.047,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
221,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-1,latch_lock,HIGH,False,0.332,0.334,1.003,-3.359,-1.750,-7.047,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
222,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/UNF-SHCS-M-10-X-0750-1,latch_lock,HIGH,False,0.312,0.312,0.940,-4.109,2.250,8.155,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
223,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/UNF-SHCS-M-10-X-0750-1,latch_lock,HIGH,False,0.312,0.312,0.940,-4.109,2.250,-8.155,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
224,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/UNF-SHCS-M-10-X-0750-1,latch_lock,HIGH,False,0.312,0.312,0.940,-4.109,-2.250,-8.155,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
225,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/UNF-SHCS-M-10-X-0750-1,latch_lock,HIGH,False,0.312,0.312,0.940,-4.109,-2.250,8.155,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
226,UNF-FHCS-M-10-X-0625-2,hardware_other,LOW,False,0.359,0.359,0.625,5.547,-5.709,0.000,Round hardware but role is not certain from dimensions alone.
227,UNF-FHCS-M-10-X-0625-3,hardware_other,LOW,False,0.359,0.359,0.625,5.547,-1.870,-2.216,Round hardware but role is not certain from dimensions alone.
228,UNF-FHCS-M-10-X-0625-1,hardware_other,LOW,False,0.359,0.359,0.625,5.547,-1.870,2.216,Round hardware but role is not certain from dimensions alone.
229,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-03-1,latch_lock,HIGH,False,0.030,0.750,1.600,-10.309,-2.250,7.765,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
230,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-03-1,latch_lock,HIGH,False,0.030,0.750,1.600,-10.309,-2.250,-7.765,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
231,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-03-1,latch_lock,HIGH,False,0.030,0.750,1.600,-10.309,2.250,-7.765,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
232,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-03-1,latch_lock,HIGH,False,0.030,0.750,1.600,-10.309,2.250,7.765,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
233,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-1,latch_lock,HIGH,False,0.188,0.188,0.500,-10.859,-2.050,7.780,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
234,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-4,latch_lock,HIGH,False,0.188,0.188,0.500,-5.352,-1.595,-7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
235,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-4,latch_lock,HIGH,False,0.188,0.188,0.500,-5.352,-2.905,7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
236,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-1,latch_lock,HIGH,False,0.188,0.188,0.500,-6.102,-2.905,-7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
237,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-1,latch_lock,HIGH,False,0.188,0.188,0.500,-6.102,1.595,-7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
238,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-1,latch_lock,HIGH,False,0.188,0.188,0.500,-6.102,-1.595,7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
239,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-2,latch_lock,HIGH,False,0.188,0.188,0.500,-5.352,-2.905,-7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
240,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-3,latch_lock,HIGH,False,0.188,0.188,0.500,-6.102,-2.905,7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
241,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-2,latch_lock,HIGH,False,0.188,0.188,0.500,-5.352,2.905,7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
242,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-3,latch_lock,HIGH,False,0.188,0.188,0.500,-6.102,2.905,-7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
243,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-2,latch_lock,HIGH,False,0.188,0.188,0.500,-5.352,1.595,-7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
244,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-1,latch_lock,HIGH,False,0.188,0.188,0.500,-10.859,-2.450,-7.780,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
245,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-4,latch_lock,HIGH,False,0.188,0.188,0.500,-5.352,1.595,7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
246,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-2,latch_lock,HIGH,False,0.188,0.188,0.500,-10.359,2.450,-7.780,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
247,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-2,latch_lock,HIGH,False,0.188,0.188,0.500,-10.359,2.050,7.780,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
248,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-3,latch_lock,HIGH,False,0.188,0.188,0.500,-6.102,-1.595,-7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
249,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-1,latch_lock,HIGH,False,0.188,0.188,0.500,-6.102,2.905,7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
250,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-2,latch_lock,HIGH,False,0.188,0.188,0.500,-10.359,-2.050,-7.780,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
251,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-1,latch_lock,HIGH,False,0.188,0.188,0.500,-10.859,2.450,7.780,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
252,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-3,latch_lock,HIGH,False,0.188,0.188,0.500,-6.102,1.595,7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
253,DOWEL_PIN_D0188_L0500-1,hardware_other,LOW,False,0.188,0.188,0.500,-2.000,-4.150,0.000,Round hardware but role is not certain from dimensions alone.
254,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-2,latch_lock,HIGH,False,0.188,0.188,0.500,-10.359,-2.450,7.780,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
255,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-2,latch_lock,HIGH,False,0.188,0.188,0.500,-5.352,-1.595,7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
256,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-4,latch_lock,HIGH,False,0.188,0.188,0.500,-5.352,2.905,-7.750,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
257,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-1,latch_lock,HIGH,False,0.188,0.188,0.500,-10.859,2.050,-7.780,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
258,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/DOWEL_PIN_D0125_L0625-1,latch_lock,HIGH,False,0.125,0.125,0.625,-3.297,2.250,7.427,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
259,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/DOWEL_PIN_D0125_L0625-1,latch_lock,HIGH,False,0.125,0.125,0.625,-3.297,2.250,-7.427,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
260,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/DOWEL_PIN_D0125_L0625-1,latch_lock,HIGH,False,0.125,0.125,0.625,-3.297,-2.250,7.427,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
261,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/DOWEL_PIN_D0125_L0625-1,latch_lock,HIGH,False,0.125,0.125,0.625,-3.297,-2.250,-7.427,Strong shop token (PLC/LATCH-LOCK/SAFETY-STRAP); plate-sequenced latch-lock hardware marking a secondary parting/opening line. Does not set guide direction and must not flip A/B plate assignment.
